"HouseID","BurglaryStatus","Gate","Garage","Outdoor_sitting","Security_lights"
"H2850",0,1,0,0,1
"H2851",0,1,0,0,1
"H2852",0,1,0,0,0
"H2853",0,1,0,0,0
"H2854",0,1,0,0,0
"H2855",0,1,0,0,0
"H2856",0,1,0,0,0
"H2857",0,1,0,0,0
"H2858",0,1,0,0,0
"H2859",0,1,0,0,0
"H2860",0,1,0,0,0
"H2861",0,1,0,0,0
"H2862",0,1,0,0,0
"H2863",0,1,0,0,0
"H2864",0,1,0,0,1
"H2865",0,1,0,0,1
"H2866",0,1,0,0,1
"H2867",0,1,0,0,0
"H2868",0,1,0,0,0
"H2869",0,1,0,0,1
"H2870",0,1,0,0,1
"H2871",0,1,0,0,1
"H2872",0,1,0,0,1
"H2873",0,1,0,0,1
"H2874",0,1,0,0,1
"H2875",0,1,0,0,1
"H2876",0,1,0,0,1
"H2877",0,1,0,0,1
"H2878",0,1,0,1,1
"H2879",0,1,1,0,1
"H2880",0,1,0,0,0
"H2881",0,1,0,0,0
"H2882",0,1,0,0,0
"H2883",0,1,0,0,0
"H2884",0,1,0,0,1
"H2885",0,1,0,1,1
"H2886",0,1,0,0,1
"H2887",0,1,0,1,1
"H2888",0,1,0,0,1
"H2889",0,1,0,0,0
"H2890",0,1,0,1,1
"H2891",0,1,0,1,1
"H2892",0,1,0,1,1
"H2893",0,1,0,0,1
"H2894",0,1,0,0,1
"H2895",0,1,0,1,1
"H2896",0,1,0,1,1
"H2897",0,1,0,1,1
"H2898",0,1,0,0,1
"H2899",0,1,0,0,1
"H2900",0,1,0,0,1
"H2901",0,1,0,0,1
"H2902",0,1,0,0,1
"H2903",0,1,0,0,1
"H2904",0,1,0,0,1
"H2905",0,1,0,0,1
"H2906",0,1,0,1,1
"H2907",0,1,0,1,1
"H2908",0,1,0,0,1
"H2909",0,1,0,0,1
"H2910",0,0,0,0,1
"H2911",0,0,0,0,1
"H2912",0,0,0,0,1
"H2913",0,0,0,0,1
"H2914",0,0,0,0,1
"H2915",0,0,0,0,1
"H2916",0,0,0,0,1
"H2917",0,0,0,0,1
"H2918",0,0,0,0,1
"H2919",0,1,0,0,1
"H2920",0,1,0,0,1
"H2921",0,1,0,0,1
"H2922",0,1,0,0,1
"H2923",0,1,0,0,0
"H2924",0,1,0,0,0
"H2925",0,1,0,0,1
"H2926",0,1,0,0,1
"H2927",0,1,0,0,1
"H2928",0,1,0,0,1
"H2929",0,1,0,0,0
"H2930",0,1,0,0,1
"H2931",0,1,0,0,1
"H2932",0,0,0,0,1
